Uniprot_Id,Gene_Symbol,Description,Group_ID,Set5 Peptides,Collapsed,Parsimony,MCF10A (repeat 3),MDA-MB-175VII,BT-474,BT-483,EFM-19,EVSA-T,HCC1187,MDA-MB-415,PDX1206,Old Bridge5,New Bridge5,Uniprot_Id_prefix
Q00722,PLCB2,"PLCB2_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",1124,1,C,UR,33.9258451373454,22.3586615589706,41.09144038651815,65.17301246024923,36.656860357661316,86.84128777044005,28.409302758224747,31.49067010968021,56.185823288905446,35.9347,46.5542279527217,Q00722
Q5W0V3,FAM160B1,F16B1_HUMAN Protein FAM160B1,1125,23,C,UR,76.70956473719941,199.45929501999154,69.7707932262833,91.66201349933289,88.59339273761843,123.65757666602023,80.27861358502179,303.2414507061935,143.72214906496507,157.42434782608697,149.03298768703615,Q5W0V3
Q86V87,FAM160B2,F16B2_HUMAN Protein FAM160B2,1125,8,C,UR,58.11582919222125,244.7607068939959,173.6981151099592,49.94140342809057,61.75065039313474,52.607252820710485,147.5034113153581,73.92494854997764,81.28081935592769,83.91075000000001,79.25375445415709,Q86V87
Q93008,USP9X,USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X,1126,116,C,UR,61.76630712900064,136.30177375163714,124.50734828070638,141.68660569010106,139.06293033977596,119.99685730237506,121.72955771808395,150.86578969722746,79.47618110264749,116.8698275862069,113.94568486571895,Q93008
Q8IWY9,CDAN1,CDAN1_HUMAN Codanin-1,1127,14,C,UR,69.58956469655483,78.06508123426718,137.33229324782948,115.55326498931413,106.3386399424756,106.92369144714695,94.52276625464312,129.81343805596737,94.23225014833073,86.97,79.57757132983033,Q8IWY9
P01024,C3,CO3_HUMAN Complement C3,1128,37,C,UR,513.7526576702646,114.03449043693836,32.1285223831641,29.732607725716264,46.30636133035307,29.17959865759016,114.43845784589851,47.307442038336355,49.570572553053175,164.76108108108107,124.44089597462221,P01024
Q9Y2G5,POFUT2,OFUT2_HUMAN GDP-fucose protein O-fucosyltransferase 2,1129,22,C,UR,48.127171954247586,94.0219831164166,61.391807513495806,90.73605886635966,113.5911269914573,50.65643150829953,64.5998838957251,140.85980195270324,43.32989597887649,113.14772727272727,109.17358666247878,Q9Y2G5
Q9Y6D6,ARFGEF1,BIG1_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 1,1130,75,C,UR,39.99803123615682,301.8427790305365,146.81911582134774,179.6284680737282,45.132404502947246,90.11117882017614,86.992641584885,116.89865786951063,49.52228738733876,87.596,78.51406438335252,Q9Y6D6
Q9Y6D5,ARFGEF2,BIG2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 2,1130,41,C,UR,54.824471827298645,207.69008008752422,263.73000183230715,184.71237182290906,118.15766291845301,130.27423463526512,55.42930764269727,268.66050178689983,86.11921125106747,153.24658536585366,124.24246306454756,Q9Y6D5
Q15438,CYTH1,CYH1_HUMAN Cytohesin-1,1130,9,C,UR,70.26481694086685,121.01217856277272,75.67446280164829,84.38677803887005,177.2791506928232,73.28920776255518,121.35003946189988,102.62485687714185,72.90656639517917,73.2071111111111,69.49536974946224,Q15438
O43739,CYTH3,CYH3_HUMAN Cytohesin-3,1130,1,C,UR,109.34254522361556,25.825637915208166,44.95535244726629,7.936829393545531,12.983060893657745,63.24976670108716,174.7893442808616,96.0288972371503,21.30359654685954,174.668,211.6069085100771,O43739
Q99418,CYTH2,CYH2_HUMAN Cytohesin-2,1130,9,C,UR,61.028394701654946,110.94303007018493,66.96396131257238,80.17381478602574,70.03077849182968,67.16365357617043,103.29169325688147,103.79548049455896,59.052883244751044,83.83,82.09876564733905,Q99418
Q9Y6K5,OAS3,OAS3_HUMAN 2'-5'-oligoadenylate synthase 3,1131,56,C,UR,65.74188822649462,84.00548647114445,23.199639212021985,511.62355866763625,24.976681035453616,28.14000001672324,119.79581634756893,176.23911768153437,85.6978790311888,54.2725,49.397747197177004,Q9Y6K5
Q6PD62,CTR9,CTR9_HUMAN RNA polymerase-associated protein CTR9 homolog,1132,47,C,UR,134.97210993054662,100.05610368185722,114.72958442999989,102.76237567089005,129.0015919921517,136.55984558934688,111.35424763327728,115.89298037484058,93.18489623159124,113.1668085106383,93.14627460237872,Q6PD62
Q8N6H7,ARFGAP2,ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2,1133,34,C,UR,36.16749576814258,137.74363612698437,89.41053122423531,97.6279758989764,61.977221056314555,84.07594026596497,108.94778851477493,129.34284971907798,77.58997628258676,60.70794117647059,71.83777539236975,Q8N6H7
E9PN48,ARFGAP2,E9PN48_HUMAN ADP-ribosylation factor GTPase-activating protein 2 (Fragment),1133,1,C,UR,90.30211531445467,288.07055184920756,206.17437947730926,230.9389258518482,151.5309490460953,173.80997908027416,215.06820011594655,275.70367268000217,179.9198088231881,122.323,111.55513318844058,E9PN48
Q9NVN8,GNL3L,GNL3L_HUMAN Guanine nucleotide-binding protein-like 3-like protein,1134,25,C,UR,237.84104779658392,62.22682569359107,106.08303367770813,55.79210675472002,79.85132493294942,109.66569176051021,150.88585429848547,72.43138000894422,109.35649635753752,116.5828,157.8811035228939,Q9NVN8
Q9BVP2,GNL3,GNL3_HUMAN Guanine nucleotide-binding protein-like 3,1134,50,C,UR,285.0288114364539,92.63503548589618,115.1408419361876,61.4825131286106,132.78623118485692,165.8909904310395,92.66063967845105,40.92279150603734,111.22681262004126,135.3604,141.1119869690747,Q9BVP2
Q9P2Q2,FRMD4A,FRM4A_HUMAN FERM domain-containing protein 4A,1134,6,C,UR,62.19940329344934,66.15318561686122,92.92957671039733,88.91731976143782,65.37215195332985,63.913942519307724,194.51925797109652,80.45442446378988,60.17298435311906,103.84216666666667,103.04997175518899,Q9P2Q2
Q9NRP4,ACN9,"ACN9_HUMAN Protein ACN9 homolog, mitochondrial",1135,5,C,UR,305.3490082800864,91.05663246085787,14.239438384274766,141.5386876116004,23.867431082246846,15.717443166214974,217.3528077228789,18.71703010589029,205.8787807412227,151.779,175.5388611101785,Q9NRP4
O14787,TNPO2,TNPO2_HUMAN Transportin-2,1136,35,C,UR,61.513340868323766,125.71682362752678,265.52140705811115,144.8285413102056,165.27754713699775,152.15708287093787,416.9033781384524,42.874717147643274,94.17011667198727,133.2302857142857,106.52930701849245,O14787
Q92973,TNPO1,TNPO1_HUMAN Transportin-1,1136,83,C,UR,111.45902629016881,111.91613349193199,103.00652530374323,118.65060885205686,130.05612367268407,114.38012796308261,191.6642675713626,184.84543623181037,126.16101964602022,159.24337349397592,134.662077385732,Q92973
Q9H9P8,L2HGDH,"L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial",1137,41,C,UR,84.47735963566684,42.50169783926005,201.88299987661324,240.0862957955434,117.22623711254023,169.37296744511036,64.15730728329905,39.265047958168196,119.86180227159531,75.97463414634146,64.90929851973976,Q9H9P8
P35573,AGL,GDE_HUMAN Glycogen debranching enzyme,1138,69,C,UR,53.123635154987426,64.90496505235716,77.96618192765848,186.41117839530526,168.15323186989693,168.01627548778845,66.6028632714812,267.7094315827102,70.7636975722182,94.81652173913044,87.93325113708569,P35573
Q9Y5J1,UTP18,UTP18_HUMAN U3 small nucleolar RNA-associated protein 18 homolog,1139,30,C,UR,261.31308586125476,53.57341654541451,95.5332178036743,75.03542469826426,136.9530997159489,124.84381990223264,86.81830093972222,55.57956739483611,162.44090580610333,156.73999999999998,155.1584684191079,Q9Y5J1
O75448,MED24,MED24_HUMAN Mediator of RNA polymerase II transcription subunit 24,1140,37,C,UR,111.46836796895546,84.10716954661918,254.91201434850748,104.96361050751887,155.369652815606,114.01931346239571,105.65024346451773,76.36837693820982,139.1080839432501,108.64756756756756,97.15640649491792,O75448
Q6H8Q1-9,ABLIM2,ABLM2_HUMAN Isoform 9 of Actin-binding LIM protein 2,1141,1,C,UR,4.489066247457253,14.217531006825315,25.726445770799785,60.62549454583097,6.284096994161546,2.8343892750026947,55.73093572872059,2.0640277689893813,52.44223202692924,4.45261,7.585538599552825,Q6H8Q1
O14639,ABLIM1,ABLM1_HUMAN Actin-binding LIM protein 1,1141,44,C,UR,116.99075072184269,75.10007592301828,20.13539324875485,37.417099979460986,63.61483215517778,103.55122956081253,150.1811306813492,384.75814362787423,244.81979389111123,60.752272727272725,67.15477527008919,O14639
O94929,ABLIM3,ABLM3_HUMAN Actin-binding LIM protein 3,1141,10,C,UR,745.29054066524,29.588576838420135,11.321962120378021,112.62898811736655,15.078605592350325,13.082626143987271,10.108160117993762,53.26836310894497,12.78430794364634,221.112,198.2910612401337,O94929
Q08495,DMTN,DEMA_HUMAN Dematin,1141,1,C,UR,34.73127718510314,41.21962732562454,16.57033001519953,34.12283517461094,24.257129936572937,17.066582746936536,21.576967389825224,17.68545411471322,14.25529333993632,14.3676,18.461723993723176,Q08495
Q9HBF4,ZFYVE1,ZFYV1_HUMAN Zinc finger FYVE domain-containing protein 1,1142,10,C,UR,67.38041166946346,181.40210997648504,139.10461142140275,97.90225661295402,170.9702239279086,74.48933490332259,117.20297185542698,171.26863305641675,63.53414242445851,104.096,129.75771938632698,Q9HBF4
Q15646,OASL,OASL_HUMAN 2'-5'-oligoadenylate synthase-like protein,1143,10,C,UR,45.253443087027044,90.07543447284446,24.846449540253296,414.34582796084277,59.779093865086146,27.46974072228777,101.32923684209773,24.15550404649471,24.389361956120077,60.134100000000004,44.79553299904078,Q15646
Q58EX7,PLEKHG4,PKHG4_HUMAN Puratrophin-1,1144,3,C,UR,53.71720340775374,81.67978059301898,22.497904308227767,190.65314198822097,96.1493970183207,23.516936081948973,33.10288182213926,28.801401148723937,53.58765773209262,60.76466666666667,59.06833795855624,Q58EX7
Q9HCG7,GBA2,GBA2_HUMAN Non-lysosomal glucosylceramidase,1145,20,C,UR,91.47042985071646,93.02037241221315,41.942411552191764,92.96829227322031,106.1127653833089,74.48364367938414,56.71964760787423,108.3801060873652,278.6716001373816,60.5635,68.09521704149066,Q9HCG7
Q96RG2-2,PASK,PASK_HUMAN Isoform 2 of PAS domain-containing serine/threonine-protein kinase,1146,9,C,UR,64.27110935889361,42.857239930411104,106.26442928861837,114.80874866347848,139.74019074094252,180.42289285265525,137.01114826465846,96.4699670988857,91.47877751363728,114.49111111111112,96.51082643945598,Q96RG2
Q99536,VAT1,VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog,1147,50,C,UR,132.08148323571058,74.89110521366783,42.74775770150699,276.0998648490115,95.32663178091451,42.28080156098583,197.02163079066773,424.6075336961548,57.558085495005265,129.3032,134.18951658996602,Q99536
Q8IW92,GLB1L2,GLBL2_HUMAN Beta-galactosidase-1-like protein 2,1148,11,C,UR,80.55950494370231,144.87879498546275,32.14842210284572,105.44283804681783,31.90428724166143,310.41315050960037,94.35120200540287,136.50832290302156,135.44559890697892,99.08454545454546,83.46534711420777,Q8IW92
Q4AC94,C2CD3,C2CD3_HUMAN C2 domain-containing protein 3,1149,7,C,UR,89.5483198700984,82.75294946413878,105.90911049054425,46.31699936785868,73.00329542258339,79.97253676177705,93.9995516065772,49.2645082089609,64.43889601105072,51.69242857142857,64.93730443323837,Q4AC94
P22234,PAICS,PUR6_HUMAN Multifunctional protein ADE2,1150,56,C,UR,48.966177452595005,71.76502545668728,120.0198502603592,126.87744977688011,205.93475032112278,157.63049981805955,148.1773891424017,89.80120579738238,71.77719770858104,117.46464285714286,100.90147192734041,P22234
P49903,SEPHS1,"SPS1_HUMAN Selenide, water dikinase 1",1151,32,C,UR,49.41306765924567,91.51152011042265,118.80862358211623,148.69949652922728,106.61853665030048,99.43323306104973,168.55304482577213,131.77348701408525,121.65216889079709,110.5125,88.85549820151184,P49903
O14964,HGS,HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate,1152,40,C,UR,85.05937005241205,145.35261174208875,117.18919642877447,154.223941747102,105.83165449099555,114.46524069225302,134.9293974112401,121.67343989380653,102.5690551266912,115.85125000000001,134.95375181252683,O14964
Q8TD43,TRPM4,TRPM4_HUMAN Transient receptor potential cation channel subfamily M member 4,1154,25,C,UR,48.61973339237222,170.78585686050553,130.0537612264202,51.07279109221353,156.18602364191247,162.55054151727117,52.72076526728799,161.596123328457,110.09105212230908,64.30680000000001,68.64565128942176,Q8TD43
Q8WV93,LACE1,LACE1_HUMAN Lactation elevated protein 1,1155,10,C,UR,282.5114542520252,120.35107069882082,195.86948743836712,72.97759502076238,143.89731680067635,245.6941312642626,101.91315595209396,120.59783297455452,111.90140464891309,131.682,130.8690124007314,Q8WV93
Q8IV20,LACC1,LACC1_HUMAN Laccase domain-containing protein 1,1156,1,C,UR,64.14961651002237,33.91089749298462,22.060540316992643,29.990035447951566,23.75031845779572,38.99586704212587,45.08154233665938,41.70737553305188,39.59717135085819,49.6388,53.737016261841745,Q8IV20
P32121-4,ARRB2,ARRB2_HUMAN Isoform 4 of Beta-arrestin-2,1157,10,C,UR,59.814586849487675,250.27124573627546,112.98901109931077,102.95649907792613,118.57399515484562,130.9860150942854,207.6169683047243,114.71596940020771,61.82704981806339,123.30999999999999,105.36729633301344,P32121
P49407,ARRB1,ARRB1_HUMAN Beta-arrestin-1,1157,47,C,UR,11.849701865757792,784.9673774797909,110.9278169704048,57.91026936673865,28.08841725676519,66.92828366408774,86.49248000806482,63.65120455022311,33.015307781068685,45.39957446808511,38.998831109903584,P49407
P49407-2,ARRB1,ARRB1_HUMAN Isoform 1B of Beta-arrestin-1,1157,6,C,UR,29.868190001057485,1220.8543886078562,163.56303295397765,112.7930037426916,61.210459110146914,109.53392827763112,127.08623639541231,209.71902184761,65.87529236325379,118.29316666666665,102.50497923706291,P49407
P55769,NHP2L1,NH2L1_HUMAN NHP2-like protein 1,1158,27,C,UR,153.63549714227977,84.68466765411559,116.40140742486498,70.9450125488494,130.98925639833055,131.24428350225247,85.43876438453255,59.41479701624022,98.13107752024614,93.4937037037037,101.3283599682719,P55769
Q12791-3,KCNMA1,KCMA1_HUMAN Isoform 3 of Calcium-activated potassium channel subunit alpha-1,1159,9,C,UR,9.89659035986961,7.781627818253145,52.86427397695151,10.837585553886708,101.03608082906429,110.67744271711605,11.781376366373802,338.78737815205324,271.7599905784139,129.1888888888889,100.31271610024,Q12791
O75355,ENTPD3,ENTP3_HUMAN Ectonucleoside triphosphate diphosphohydrolase 3,1160,3,C,UR,11.231596752320522,195.60056933341124,46.99542353092826,58.15347205594661,65.08275319475696,13.39624253680609,47.87012545266492,210.06967205213917,202.6106913849776,20.447166666666668,39.759375971992874,O75355
Q9C0C7-5,AMBRA1,AMRA1_HUMAN Isoform 5 of Activating molecule in BECN1-regulated autophagy protein 1,1161,10,C,UR,54.05308874312653,110.71572757614145,90.15195089606159,86.01491633038518,79.79591462709992,83.82753507994556,146.15225525596506,86.18837740640801,118.48952563263224,73.4857,78.25007492479797,Q9C0C7
Q9H496,IFRG15,IFG15_HUMAN 15 kDa interferon-responsive protein,1162,4,C,UR,44.51091949986763,37.99514251793623,69.99265172914946,60.96899153412436,63.77234005504716,107.01672655526359,104.92549443002406,64.98915657948595,57.57504892029269,60.591,64.03604720347799,Q9H496
O95154,AKR7A3,ARK73_HUMAN Aflatoxin B1 aldehyde reductase member 3,1163,22,C,UR,7.550543412542992,8.683738773229623,8.803712430596386,71.7692615058778,65.5886974459701,561.1120188439481,19.1517759575654,380.39064967106964,21.624646405576215,34.96604545454546,22.51816700655969,O95154
O43488,AKR7A2,ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2,1163,21,C,UR,23.973471980565563,49.38697911070876,69.86369088562996,97.51998973639203,60.002218689033185,188.85592058211623,52.82572938453043,198.49629787161857,53.34555790552382,54.6247619047619,58.32298019971677,O43488
P29144,TPP2,TPP2_HUMAN Tripeptidyl-peptidase 2,1164,107,C,UR,177.79560505824847,149.70700881716778,86.89710906824773,68.42449622048225,169.07057479597293,101.57700964420636,257.94758611150763,165.0945771808867,145.50257294321418,149.61495327102804,133.11343642641583,P29144
Q5VZU9,TPP2,Q5VZU9_HUMAN Tripeptidyl-peptidase 2,1164,3,C,UR,178.48004707838476,269.62641043085165,78.74042855838746,33.738293235034995,311.01622001981536,77.85294809698077,166.13269529702342,131.18176479394222,138.2815034621645,134.0596666666667,170.31565281645828,Q5VZU9
Q8NBX0,SCCPDH,SCPDL_HUMAN Saccharopine dehydrogenase-like oxidoreductase,1165,44,C,UR,77.71081906175344,456.87306766363236,93.55093780496992,81.36572037010612,85.4834974445531,9.24994082101607,62.68567862251895,44.81977664294639,54.42193189858019,56.57636363636364,50.02807806136956,Q8NBX0
A0AVT1,UBA6,UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6,1166,80,C,UR,46.72201181033083,134.30873447606464,151.27824051380406,180.45289696518947,157.48933289625694,140.68430999255781,174.77224103960344,177.49149976028775,48.909401461692674,131.4075,127.76796399571302,A0AVT1
Q14690,PDCD11,RRP5_HUMAN Protein RRP5 homolog,1167,131,C,UR,332.6945152864402,49.96312556811478,117.06315835492974,79.16198759757822,168.31405252637418,186.4422706479141,109.7203911508633,65.31030716209317,166.23735180475532,183.13969465648853,190.11195816710384,Q14690
Q6YN16,HSDL2,HSDL2_HUMAN Hydroxysteroid dehydrogenase-like protein 2,1168,66,C,UR,129.51131721177768,192.47646668299384,72.05797666751194,156.518578405349,373.69819824134987,144.08372706632002,123.08683723473172,96.2624037343778,111.8680516139928,137.07712121212123,118.03487444387018,Q6YN16
P26572,MGAT1,"MGAT1_HUMAN Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",1169,17,C,UR,191.8751495387873,53.234749821189745,60.759681531025215,39.87529572025938,40.51751760148247,70.82196658102791,54.22223430316661,127.10216234400592,85.26557813844234,113.55470588235295,113.19800722883994,P26572
P52564,MAP2K6,MP2K6_HUMAN Dual specificity mitogen-activated protein kinase kinase 6,1170,9,C,UR,11.190280354446676,61.11791804996139,108.80765671946972,535.8872620731003,56.231988590079965,8.658858855236982,465.949035019563,85.05733755530125,158.57295992515964,39.815666666666665,44.67124738698733,P52564
P46734-3,MAP2K3,MP2K3_HUMAN Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 3,1170,27,C,UR,35.9419457456694,56.017816117679374,76.28651468332203,155.6307802550621,72.885112114276,72.70529336367193,160.80401409001428,108.75636997509605,51.45316643865934,84.5037037037037,88.46489746525424,P46734
P45985-2,MAP2K4,MP2K4_HUMAN Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 4,1170,18,C,UR,46.237803436481194,153.36678462481345,159.74719779862968,141.60344012674375,16.761448379343392,108.90872569468497,164.04765227040514,18.0256015906283,131.75639261759437,135.09166666666667,136.18092744657488,P45985
Q9BYJ4,TRIM34,TRI34_HUMAN Tripartite motif-containing protein 34,1171,3,C,UR,46.933616854921034,93.54132284905425,169.52261433909175,56.59573406487131,28.31250129545494,37.78473464961003,75.30243968020405,52.038839205178554,28.265833382847745,50.178,76.73986377787769,Q9BYJ4
Q8IVH4,MMAA,"MMAA_HUMAN Methylmalonic aciduria type A protein, mitochondrial",1172,14,C,UR,201.91905789803891,117.70755351194416,128.6382639090728,133.21221028653937,98.40838423874146,157.27462002541708,76.35478800550368,184.28190208911073,123.90204179410686,88.78571428571429,86.87684169182556,Q8IVH4
P16144-2,ITGB4,ITB4_HUMAN Isoform Beta-4A of Integrin beta-4,1173,84,C,UR,480.2449103980198,32.38146271188666,16.50942565940708,31.62173409581225,15.39960455936119,11.118723596361052,8.008985600420448,63.46756718034485,22.854364520331885,207.94880952380953,192.09259381099105,P16144
Q9HCI7,MSL2,MSL2_HUMAN E3 ubiquitin-protein ligase MSL2,1174,5,C,UR,54.58844738352204,41.1928438172931,87.24218814255572,46.94255257051418,92.65496197909452,55.39837381687587,38.455602138822876,31.019154638479794,51.969031361062704,45.6434,48.79736798507133,Q9HCI7
P53801,PTTG1IP,PTTG_HUMAN Pituitary tumor-transforming gene 1 protein-interacting protein,1175,10,C,UR,165.07485689150693,161.6379927891061,150.41742865832765,74.23238843541144,130.96723059502855,93.86905072012017,167.63296271330083,101.42716552463827,173.3671926830938,345.92199999999997,368.09466695083984,P53801
P36952,SERPINB5,SPB5_HUMAN Serpin B5,1176,27,C,UR,588.4587013342027,38.483560218651895,6.525816811645384,36.11890040942285,8.061293661750177,13.470302408031136,62.756494006132,426.55544125445704,31.60391330583106,289.6159259259259,202.0087388573483,P36952
Q93063-3,EXT2,EXT2_HUMAN Isoform 3 of Exostosin-2,1178,22,C,UR,158.55710508494448,82.94553190290239,67.75708014626488,47.065723245410226,52.62964214935206,75.60114772273712,90.80748049401724,91.47897976115253,106.63153547280996,115.30454545454545,111.88253101778483,Q93063
Q96HD1-2,CRELD1,CREL1_HUMAN Isoform 2 of Cysteine-rich with EGF-like domain protein 1,1179,19,C,UR,73.52126401297201,74.15863865965723,54.86720806791273,113.56351685025237,121.05074075176186,45.81387974962752,202.8381020920126,226.31693580997117,132.774619163687,127.35789473684211,126.51193632404133,Q96HD1
P51589,CYP2J2,CP2J2_HUMAN Cytochrome P450 2J2,1180,7,C,UR,31.977873193862504,29.24408030524758,99.24825570584747,78.60563183210981,29.128684565604278,175.3438994370184,40.44087205207353,251.03870240811352,359.56685027630607,46.964714285714294,53.10098013860385,P51589
P57775,FBXW4,FBXW4_HUMAN F-box/WD repeat-containing protein 4,1181,2,C,UR,62.90591369709214,58.87907914863543,53.496077187017306,51.72698194373531,71.87406760400232,67.32218689016743,84.4837486564398,47.14983581282357,41.44667783001515,38.126,50.01261115135412,P57775
P35998,PSMC2,PRS7_HUMAN 26S protease regulatory subunit 7,1182,69,C,UR,86.83855405229018,117.55526810871052,127.31037686369075,128.37433110702025,123.06017965614939,191.38748266549297,144.18810911495785,118.28648863282964,123.02871411879394,149.09420289855072,151.9066429078162,P35998
P43686,PSMC4,PRS6B_HUMAN 26S protease regulatory subunit 6B,1182,71,C,UR,86.01653140980109,128.69780649072692,116.90484683389671,156.730204282205,132.83279379444656,170.4048355615974,130.66577752436643,109.92235259917335,124.96482566959044,155.60281690140843,135.7129368364954,P43686
P62191,PSMC1,PRS4_HUMAN 26S protease regulatory subunit 4,1182,58,C,UR,89.10114423486061,122.17414343931999,141.68879507274988,129.92782159177276,127.2080154344438,174.3363398278303,144.84808950050464,116.43970355528224,124.85036800529316,147.28775862068966,210.94050573235165,P62191
Q8NB90,SPATA5,SPAT5_HUMAN Spermatogenesis-associated protein 5,1182,38,C,UR,138.35196480942798,89.11213257736266,81.6547062057263,111.95861604989284,154.12520252123485,173.234708272756,112.79137524446901,78.62873869856635,87.85502259666889,140.5686842105263,151.09237133151782,Q8NB90
P62195,PSMC5,PRS8_HUMAN 26S protease regulatory subunit 8,1182,59,C,UR,87.99690550629798,111.00292501588291,118.64509118935148,144.37382128934496,126.4223264247922,144.3944574626027,134.70739823794602,91.56824444928071,129.44892138922387,126.65898305084745,133.77154240199542,P62195
P63272,SUPT4H1,SPT4H_HUMAN Transcription elongation factor SPT4,1183,10,C,UR,131.5464302234637,146.7409862555066,205.9566914907627,91.59312222544978,165.9741628345561,162.32169440732505,165.6933106201946,110.7940559164399,135.66992496442668,189.722,196.6919794335659,P63272
Q8WUA2,PPIL4,PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4,1184,27,C,UR,160.99094791993076,112.13198602213457,131.16612364412822,115.87920099292737,206.08521791571815,202.26994469383595,159.96785562850522,121.79175870551026,139.9194018038698,170.9611111111111,162.09215735765403,Q8WUA2
O15091,KIAA0391,MRRP3_HUMAN Mitochondrial ribonuclease P protein 3,1185,33,C,UR,292.9013603444065,79.79926238667794,199.25905837043933,217.81137729150055,193.69958182188074,97.1819602823267,45.44512965287019,140.80611388311024,174.51078935085832,101.74181818181819,113.72529861085799,O15091
O43379-4,WDR62,WDR62_HUMAN Isoform 4 of WD repeat-containing protein 62,1186,10,C,UR,58.25028010861744,57.66518143232298,53.04092043341147,75.35271858965889,96.30077743265309,122.73374038353234,103.94820077109061,77.17401630157131,37.878243796588116,165.911,144.7277213909856,O43379
Q9NS87,KIF15,KIF15_HUMAN Kinesin-like protein KIF15,1187,25,C,UR,79.45720608755016,68.99815739132255,104.87670426915598,54.76841283377221,145.27526759339503,140.4438308196498,232.3315855260358,42.652218447801474,98.39141715140143,176.92919999999998,175.45644840698637,Q9NS87
Q9P2S5,WRAP73,WRP73_HUMAN WD repeat-containing protein WRAP73,1188,4,C,UR,74.06490678476531,47.54048729272765,64.81808900784887,57.336513345618755,67.28445023762275,76.42789557660299,86.62598984670228,51.84682046877488,48.483096776780606,54.531499999999994,69.7036415769406,Q9P2S5
Q86Y56,HEATR2,HEAT2_HUMAN HEAT repeat-containing protein 2,1189,45,C,UR,59.997069493357344,88.24307344308158,107.30858059496607,182.98408438418258,129.57464354325563,147.6392241664254,127.22370470073596,68.55317756183673,96.20234629279916,136.68333333333334,119.28730673733655,Q86Y56
Q86WJ1,CHD1L,CHD1L_HUMAN Chromodomain-helicase-DNA-binding protein 1-like,1190,25,C,UR,94.26876117980952,97.53459354403417,87.4322426769288,92.30385660185841,73.35106685552887,103.59625104523792,249.43675390995108,90.2144793002297,180.40918391781707,122.7968,113.49311019214447,Q86WJ1
P42356,PI4KA,PI4KA_HUMAN Phosphatidylinositol 4-kinase alpha,1191,89,C,UR,139.42366952277496,114.37165327279872,117.39247128379169,154.09842720843844,89.78615536744009,141.3169159532503,82.61036045832991,163.61816231423765,64.10984615010335,101.94730337078651,94.20608897727644,P42356
Q96AA3,RFT1,RFT1_HUMAN Protein RFT1 homolog,1192,5,C,UR,124.53593174959562,57.850842024125924,36.227455799448066,55.68177792567252,73.55971811711598,54.526118863782834,57.43220236338941,44.966308467433244,48.66767265134693,71.7442,57.60942986672571,Q96AA3
Q12767-2,KIAA0195,K0195_HUMAN Isoform 2 of Uncharacterized protein KIAA0195,1193,7,C,UR,86.26136189991146,97.02596745238192,117.2800062574741,125.63667262673756,73.98334164849277,90.10334328379304,114.94451809830588,40.07363798818197,125.26151098512281,70.95971428571428,64.89066103490937,Q12767
Q9UK61,FAM208A,F208A_HUMAN Protein FAM208A,1194,42,C,UR,201.2820900263165,89.48590015215005,104.76169268626604,99.54596853169866,154.18934859674982,104.51835294216613,114.30608885922939,94.70599444091322,81.15416310572832,97.39,108.25202192906478,Q9UK61
Q9BZH6,WDR11,WDR11_HUMAN WD repeat-containing protein 11,1195,56,C,UR,125.26024135446727,172.74711457171335,77.4285140863019,100.74154932691462,117.09522718084034,105.41494655469184,56.83231563982423,157.89074054036644,147.85301755602586,132.2392857142857,117.44793650022054,Q9BZH6
P15104,GLUL,GLNA_HUMAN Glutamine synthetase,1196,22,C,UR,28.26036983841649,247.7915239841419,29.11606188510251,375.3826467564707,218.8351886786643,28.540308052744855,134.7928123718969,75.74593500360733,24.04807612971117,50.88818181818181,47.33768505767162,P15104
A7E2V4-4,ZSWIM8,ZSWM8_HUMAN Isoform 4 of Zinc finger SWIM domain-containing protein 8,1197,11,C,UR,61.851079818572174,136.70934495318207,113.5239687084248,108.86106158962852,113.14551963672362,102.17607736515828,178.5044047930202,146.71302172173878,111.23685439399577,99.42909090909092,110.0197965081214,A7E2V4
Q9BW27,NUP85,NUP85_HUMAN Nuclear pore complex protein Nup85,1198,37,C,UR,158.65129662658185,81.01732356464468,102.86999875664355,55.60237524716112,109.94263729533841,108.1146348944852,121.02245701587627,82.7287807774575,124.26455371099705,124.67972972972971,105.72832701980262,Q9BW27
Q9NR09,BIRC6,BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6,1199,62,C,UR,69.32747330114874,76.42171969661213,91.63641366211907,93.59694733930934,98.85776695418161,135.03145430830486,105.3169573945226,89.0948102791849,123.22550908829854,121.69467741935483,118.61950518483246,Q9NR09
